2019-12-02 00:00:00 Launching analysis for BacktestingAlgorithm.py with LEAN Engine v2.5.0.0
2021-06-09 16:00:00 No data available for JNJ at this time.
2021-06-09 16:00:00 No data available for PG at this time.
2021-06-10 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-10 16:00:00 No data available for MSFT at this time.
2021-06-10 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-10 16:00:00 No data available for AMZN at this time.
2021-06-10 16:00:00 No data available for TSLA at this time.
2021-06-10 16:00:00 No data available for JNJ at this time.
2021-06-10 16:00:00 No data available for PG at this time.
2021-06-11 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-11 16:00:00 No data available for MSFT at this time.
2021-06-11 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-11 16:00:00 No data available for AMZN at this time.
2021-06-11 16:00:00 No data available for TSLA at this time.
2021-06-11 16:00:00 No data available for JNJ at this time.
2021-06-11 16:00:00 No data available for PG at this time.
2021-06-14 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-14 16:00:00 No data available for MSFT at this time.
2021-06-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-14 16:00:00 No data available for AMZN at this time.
2021-06-14 16:00:00 No data available for TSLA at this time.
2021-06-14 16:00:00 No data available for JNJ at this time.
2021-06-14 16:00:00 No data available for PG at this time.
2021-06-15 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-15 16:00:00 No data available for MSFT at this time.
2021-06-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-15 16:00:00 No data available for AMZN at this time.
2021-06-15 16:00:00 No data available for TSLA at this time.
2021-06-15 16:00:00 No data available for JNJ at this time.
2021-06-15 16:00:00 No data available for PG at this time.
2021-06-16 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-16 16:00:00 No data available for MSFT at this time.
2021-06-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-16 16:00:00 No data available for AMZN at this time.
2021-06-16 16:00:00 No data available for TSLA at this time.
2021-06-16 16:00:00 No data available for JNJ at this time.
2021-06-16 16:00:00 No data available for PG at this time.
2021-06-17 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-17 16:00:00 No data available for MSFT at this time.
2021-06-17 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-17 16:00:00 No data available for AMZN at this time.
2021-06-17 16:00:00 No data available for TSLA at this time.
2021-06-17 16:00:00 No data available for JNJ at this time.
2021-06-17 16:00:00 No data available for PG at this time.
2021-06-18 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-18 16:00:00 No data available for MSFT at this time.
2021-06-18 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-18 16:00:00 No data available for AMZN at this time.
2021-06-18 16:00:00 No data available for TSLA at this time.
2021-06-18 16:00:00 No data available for JNJ at this time.
2021-06-18 16:00:00 No data available for PG at this time.
2021-06-21 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-21 16:00:00 No data available for MSFT at this time.
2021-06-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-21 16:00:00 No data available for AMZN at this time.
2021-06-21 16:00:00 No data available for TSLA at this time.
2021-06-21 16:00:00 No data available for JNJ at this time.
2021-06-21 16:00:00 No data available for PG at this time.
2021-06-22 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-22 16:00:00 No data available for MSFT at this time.
2021-06-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-22 16:00:00 No data available for AMZN at this time.
2021-06-22 16:00:00 No data available for TSLA at this time.
2021-06-22 16:00:00 No data available for JNJ at this time.
2021-06-22 16:00:00 No data available for PG at this time.
2021-06-23 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-23 16:00:00 No data available for MSFT at this time.
2021-06-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-23 16:00:00 No data available for AMZN at this time.
2021-06-23 16:00:00 No data available for TSLA at this time.
2021-06-23 16:00:00 No data available for JNJ at this time.
2021-06-23 16:00:00 No data available for PG at this time.
2021-06-24 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-24 16:00:00 No data available for MSFT at this time.
2021-06-24 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-24 16:00:00 No data available for AMZN at this time.
2021-06-24 16:00:00 No data available for TSLA at this time.
2021-06-24 16:00:00 No data available for JNJ at this time.
2021-06-24 16:00:00 No data available for PG at this time.
2021-06-25 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-25 16:00:00 No data available for MSFT at this time.
2021-06-25 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-25 16:00:00 No data available for AMZN at this time.
2021-06-25 16:00:00 No data available for TSLA at this time.
2021-06-25 16:00:00 No data available for JNJ at this time.
2021-06-25 16:00:00 No data available for PG at this time.
2021-06-28 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-28 16:00:00 No data available for MSFT at this time.
2021-06-28 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-28 16:00:00 No data available for AMZN at this time.
2021-06-28 16:00:00 No data available for TSLA at this time.
2021-06-28 16:00:00 No data available for JNJ at this time.
2021-06-28 16:00:00 No data available for PG at this time.
2021-06-29 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-29 16:00:00 No data available for MSFT at this time.
2021-06-29 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-29 16:00:00 No data available for AMZN at this time.
2021-06-29 16:00:00 No data available for TSLA at this time.
2021-06-29 16:00:00 No data available for JNJ at this time.
2021-06-29 16:00:00 No data available for PG at this time.
2021-06-30 16:00:00 Received data for AAPL: Close Price = 122.15
2021-06-30 16:00:00 No data available for MSFT at this time.
2021-06-30 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-06-30 16:00:00 No data available for AMZN at this time.
2021-06-30 16:00:00 No data available for TSLA at this time.
2021-06-30 16:00:00 No data available for JNJ at this time.
2021-06-30 16:00:00 No data available for PG at this time.
2021-07-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2021-07-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2021-07-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2021-07-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2021-07-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2021-07-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2021-07-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2021-07-01 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-01 16:00:00 No data available for MSFT at this time.
2021-07-01 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-01 16:00:00 No data available for AMZN at this time.
2021-07-01 16:00:00 No data available for TSLA at this time.
2021-07-01 16:00:00 No data available for JNJ at this time.
2021-07-01 16:00:00 No data available for PG at this time.
2021-07-02 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-02 16:00:00 No data available for MSFT at this time.
2021-07-02 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-02 16:00:00 No data available for AMZN at this time.
2021-07-02 16:00:00 No data available for TSLA at this time.
2021-07-02 16:00:00 No data available for JNJ at this time.
2021-07-02 16:00:00 No data available for PG at this time.
2021-07-06 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-06 16:00:00 No data available for MSFT at this time.
2021-07-06 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-06 16:00:00 No data available for AMZN at this time.
2021-07-06 16:00:00 No data available for TSLA at this time.
2021-07-06 16:00:00 No data available for JNJ at this time.
2021-07-06 16:00:00 No data available for PG at this time.
2021-07-07 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-07 16:00:00 No data available for MSFT at this time.
2021-07-07 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-07 16:00:00 No data available for AMZN at this time.
2021-07-07 16:00:00 No data available for TSLA at this time.
2021-07-07 16:00:00 No data available for JNJ at this time.
2021-07-07 16:00:00 No data available for PG at this time.
2021-07-08 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-08 16:00:00 No data available for MSFT at this time.
2021-07-08 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-08 16:00:00 No data available for AMZN at this time.
2021-07-08 16:00:00 No data available for TSLA at this time.
2021-07-08 16:00:00 No data available for JNJ at this time.
2021-07-08 16:00:00 No data available for PG at this time.
2021-07-09 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-09 16:00:00 No data available for MSFT at this time.
2021-07-09 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-09 16:00:00 No data available for AMZN at this time.
2021-07-09 16:00:00 No data available for TSLA at this time.
2021-07-09 16:00:00 No data available for JNJ at this time.
2021-07-09 16:00:00 No data available for PG at this time.
2021-07-12 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-12 16:00:00 No data available for MSFT at this time.
2021-07-12 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-12 16:00:00 No data available for AMZN at this time.
2021-07-12 16:00:00 No data available for TSLA at this time.
2021-07-12 16:00:00 No data available for JNJ at this time.
2021-07-12 16:00:00 No data available for PG at this time.
2021-07-13 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-13 16:00:00 No data available for MSFT at this time.
2021-07-13 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-13 16:00:00 No data available for AMZN at this time.
2021-07-13 16:00:00 No data available for TSLA at this time.
2021-07-13 16:00:00 No data available for JNJ at this time.
2021-07-13 16:00:00 No data available for PG at this time.
2021-07-14 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-14 16:00:00 No data available for MSFT at this time.
2021-07-14 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-14 16:00:00 No data available for AMZN at this time.
2021-07-14 16:00:00 No data available for TSLA at this time.
2021-07-14 16:00:00 No data available for JNJ at this time.
2021-07-14 16:00:00 No data available for PG at this time.
2021-07-15 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-15 16:00:00 No data available for MSFT at this time.
2021-07-15 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-15 16:00:00 No data available for AMZN at this time.
2021-07-15 16:00:00 No data available for TSLA at this time.
2021-07-15 16:00:00 No data available for JNJ at this time.
2021-07-15 16:00:00 No data available for PG at this time.
2021-07-16 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-16 16:00:00 No data available for MSFT at this time.
2021-07-16 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-16 16:00:00 No data available for AMZN at this time.
2021-07-16 16:00:00 No data available for TSLA at this time.
2021-07-16 16:00:00 No data available for JNJ at this time.
2021-07-16 16:00:00 No data available for PG at this time.
2021-07-19 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-19 16:00:00 No data available for MSFT at this time.
2021-07-19 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-19 16:00:00 No data available for AMZN at this time.
2021-07-19 16:00:00 No data available for TSLA at this time.
2021-07-19 16:00:00 No data available for JNJ at this time.
2021-07-19 16:00:00 No data available for PG at this time.
2021-07-20 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-20 16:00:00 No data available for MSFT at this time.
2021-07-20 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-20 16:00:00 No data available for AMZN at this time.
2021-07-20 16:00:00 No data available for TSLA at this time.
2021-07-20 16:00:00 No data available for JNJ at this time.
2021-07-20 16:00:00 No data available for PG at this time.
2021-07-21 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-21 16:00:00 No data available for MSFT at this time.
2021-07-21 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-21 16:00:00 No data available for AMZN at this time.
2021-07-21 16:00:00 No data available for TSLA at this time.
2021-07-21 16:00:00 No data available for JNJ at this time.
2021-07-21 16:00:00 No data available for PG at this time.
2021-07-22 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-22 16:00:00 No data available for MSFT at this time.
2021-07-22 16:00:00 Received data for GOOGL: Close Price = 2062.52
2021-07-22 16:00:00 No data available for AMZN at this time.
2021-07-22 16:00:00 No data available for TSLA at this time.
2021-07-22 16:00:00 No data available for JNJ at this time.
2021-07-22 16:00:00 No data available for PG at this time.
2021-07-23 16:00:00 Received data for AAPL: Close Price = 122.15
2021-07-23 16:00:00 No data available for MSFT at this time.
2021-07-23 16:00:00 Received data for GOOGL: Close Price = 2062.52
